Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;text;
31;mc6206;29;1;29;9999;2016-11-24 08:16;11/24/2016 9:16:00;
31;coloneltw;30;1;30;9999;2016-11-24 08:18;11/24/2016 9:18:00;
31;ohlala!;31;2;3;3;2016-11-24 08:18;11/24/2016 8:18:00;
31;konib;32;3;26;26;2016-11-24 09:11;11/24/2016 9:11:00;
31;bavariae;33;2;6;6;2016-11-24 08:36;11/24/2016 8:36:00;
31;Isegrim1949;34;2;17;17;2016-11-24 08:55;11/24/2016 8:55:00;
31;eriatlov;35;3;19;19;2016-11-24 08:57;11/24/2016 8:57:00;
31;Freidenker10;36;1;36;9999;2016-11-24 09:25;11/24/2016 9:25:00;
31;albert.denter;37;1;37;9999;2016-11-24 09:26;11/24/2016 9:26:00;
31;vonschnitzler;38;1;38;9999;2016-11-24 09:27;11/24/2016 9:27:00;
31;akkzent;39;3;22;22;2016-11-24 09:03;11/24/2016 9:03:00;
31;Isegrim1949;40;3;21;21;2016-11-24 09:03;11/24/2016 9:03:00;
31;Mach999;41;2;3;3;2016-11-24 08:18;11/24/2016 8:18:00;
31;bavariae;42;3;20;20;2016-11-24 08:58;11/24/2016 8:58:00;
31;birdie;43;1;43;9999;2016-11-24 09:30;11/24/2016 9:30:00;
31;kyon;44;2;15;15;2016-11-24 08:51;11/24/2016 8:51:00;
31;vantas64;45;1;45;9999;2016-11-24 09:31;11/24/2016 9:31:00;
31;Isegrim1949;46;1;46;9999;2016-11-24 09:37;11/24/2016 9:37:00;
31;nummer50;47;4;32;32;2016-11-24 09:19;11/24/2016 9:19:00;
31;rkinfo;48;2;6;6;2016-11-24 08:36;11/24/2016 8:36:00;
31;Fragen&Neugier;49;3;19;19;2016-11-24 08:57;11/24/2016 8:57:00;
31;zeisig;50;2;15;15;2016-11-24 08:51;11/24/2016 8:51:00;
31;pepe-b;51;1;51;9999;2016-11-24 09:45;11/24/2016 9:45:00;
31;el_flo;52;1;52;9999;2016-11-24 09:45;11/24/2016 9:45:00;
31;portlana;53;2;3;3;2016-11-24 08:18;11/24/2016 8:18:00;
31;ohlala!;54;2;36;36;2016-11-24 09:25;11/24/2016 9:25:00;
31;Fragen&Neugier;55;3;20;20;2016-11-24 08:58;11/24/2016 8:58:00;
31;Knackeule;56;1;56;9999;2016-11-24 09:47;11/24/2016 9:47:00;
31;gehirngebrauch;57;1;57;9999;2016-11-24 09:48;11/24/2016 9:48:00;
31;ruhrpottsonne;58;2;3;3;2016-11-24 08:18;11/24/2016 8:18:00;
31;Matyaz;59;2;38;38;2016-11-24 09:27;11/24/2016 9:27:00;
31;otto_iii;60;1;60;9999;2016-11-24 09:50;11/24/2016 9:50:00;
31;fthoe;61;1;61;9999;2016-11-24 09:50;11/24/2016 9:50:00;
31;Fragen&Neugier;62;2;29;29;2016-11-24 09:16;11/24/2016 9:16:00;
31;portlana;63;3;7;7;2016-11-24 08:38;11/24/2016 8:38:00;
31;wasistlosnix;64;1;64;9999;2016-11-24 09:53;11/24/2016 9:53:00;
31;eschoeff;65;2;15;15;2016-11-24 08:51;11/24/2016 8:51:00;
31;KingTut;66;1;66;9999;2016-11-24 09:57;11/24/2016 9:57:00;
31;eagle29;67;1;67;9999;2016-11-24 09:58;11/24/2016 9:58:00;
31;ruhrpottsonne;68;3;16;16;2016-11-24 08:53;11/24/2016 8:53:00;
31;mamas.duemmster;69;1;69;9999;2016-11-24 09:59;11/24/2016 9:59:00;
31;auslaender101;70;1;70;9999;2016-11-24 10:00;11/24/2016 10:00:00;
31;cabeza_cuadrada;71;2;3;3;2016-11-24 08:18;11/24/2016 8:18:00;
31;rkinfo;72;2;1;1;2016-11-24 08:18;11/24/2016 8:18:00;
31;zeisig;73;1;73;9999;2016-11-24 10:00;11/24/2016 10:02:00;
31;ohlala!;74;4;40;40;2016-11-24 09:27;11/24/2016 9:27:00;
31;geradesteller;75;1;75;9999;2016-11-24 17:59;11/24/2016 17:59:00;
31;gegenpressing;76;4;49;49;2016-11-24 09:42;11/24/2016 9:42:00;
31;gehirngebrauch;77;3;31;31;2016-11-24 09:18;11/24/2016 9:18:00;
31;tadano;78;1;78;9999;2016-11-24 10:08;11/24/2016 10:08:00;
31;Freidenker10;79;3;54;54;2016-11-24 09:47;11/24/2016 9:47:00;
31;Racer77;80;2;8;8;2016-11-24 08:40;11/24/2016 8:40:00;
31;Malshandir;81;1;81;9999;2016-11-24 10:13;11/24/2016 10:13:00;
31;filimou;82;1;82;9999;2016-11-24 10:14;11/24/2016 10:14:00;
31;wecan;83;1;83;9999;2016-11-24 10:14;11/24/2016 10:14:00;
31;RudiRastlos2;84;1;84;9999;2016-11-24 10:16;11/24/2016 10:16:00;
31;swische;85;1;85;9999;2016-11-24 10:18;11/24/2016 10:18:00;
31;nordlys;86;4;32;32;2016-11-24 09:19;11/24/2016 9:19:00;
31;Tacitus73;87;3;21;21;2016-11-24 09:03;11/24/2016 9:03:00;
31;klaus.wuebben;88;1;88;9999;2016-11-24 10:26;11/24/2016 10:26:00;
31;Brumbrum;89;2;4;4;2016-11-24 08:27;11/24/2016 8:27:00;
31;FŸrstengruft;91;3;65;65;2016-11-24 09:55;11/24/2016 9:55:00;
31;obiwarndemokrat;92;1;92;9999;2016-11-24 10:31;11/24/2016 10:31:00;
31;Fragen&Neugier;93;1;93;9999;2016-11-24 10:32;11/24/2016 10:32:00;
31;ruhrpottsonne;94;5;74;74;2016-11-24 10:02;11/24/2016 10:02:00;
31;nordlys;95;5;74;74;2016-11-24 10:02;11/24/2016 10:02:00;
31;cum infamia;96;2;6;6;2016-11-24 08:36;11/24/2016 8:36:00;
31;fabianw83;97;1;97;9999;2016-11-24 10:40;11/24/2016 10:40:00;
31;aktenzeichen;98;1;98;9999;2016-11-24 10:41;11/24/2016 10:41:00;
31;MKAchter;99;2;6;6;2016-11-24 08:36;11/24/2016 8:36:00;
31;qwertmaster;100;1;100;9999;2016-11-24 10:43;11/24/2016 10:43:00;
31;behemoth1;101;2;6;6;2016-11-24 08:36;11/24/2016 8:36:00;
31;skr72;102;1;102;9999;2016-11-24 10:53;11/24/2016 10:53:00;
31;Benko;103;1;103;9999;2016-11-24 10:55;11/24/2016 10:55:00;
31;zeisig;104;1;104;9999;2016-11-24 11:01;11/24/2016 11:01:00;
31;Isegrim1949;105;5;74;74;2016-11-24 10:02;11/24/2016 10:02:00;
31;Isegrim1949;106;5;74;74;2016-11-24 10:02;11/24/2016 10:02:00;
31;Hilfskraft;107;2;4;4;2016-11-24 08:27;11/24/2016 8:27:00;
31;dieter_spiegel;108;1;108;9999;2016-11-24 11:04;11/24/2016 11:04:00;
31;lothar.thuermer;109;1;109;9999;2016-11-24 11:05;11/24/2016 11:05:00;
31;Isegrim1949;110;5;74;74;2016-11-24 10:02;11/24/2016 10:02:00;
31;checkitoutple;111;1;111;9999;2016-11-24 11:10;11/24/2016 11:10:00;
31;kenguru;112;1;112;9999;2016-11-24 11:14;11/24/2016 11:14:00;
31;HeisseLuft;113;3;99;99;2016-11-24 10:42;11/24/2016 10:42:00;
31;manicmecanic;114;1;114;9999;2016-11-24 11:17;11/24/2016 11:17:00;
31;dasistdasende;115;1;115;9999;2016-11-24 11:17;11/24/2016 11:17:00;
31;aktenzeichen;116;3;99;99;2016-11-24 10:42;11/24/2016 10:42:00;
31;Tacitus73;117;4;113;113;2016-11-24 11:15;11/24/2016 11:15:00;
31;jjcamera;118;1;118;9999;2016-11-24 11:31;11/24/2016 11:31:00;
31;Moni Merz;119;1;119;9999;2016-11-24 11:34;11/24/2016 11:34:00;
31;jjcamera;120;2;108;108;2016-11-24 11:04;11/24/2016 11:04:00;
31;Badener1848;121;1;121;9999;2016-11-24 11:36;11/24/2016 11:36:00;
31;Nichtraucher;122;1;122;9999;2016-11-24 11:37;11/24/2016 11:37:00;
31;spon-facebook-10000642859;123;1;123;9999;2016-11-24 11:42;11/24/2016 11:42:00;
31;aktenzeichen;124;2;115;115;2016-11-24 11:17;11/24/2016 11:17:00;
31;MKAchter;125;2;102;102;2016-11-24 10:53;11/24/2016 10:53:00;
31;Listkaefer;126;1;126;9999;2016-11-24 11:44;11/24/2016 11:44:00;
31;Fragen&Neugier;127;5;76;76;2016-11-24 10:05;11/24/2016 10:05:00;
31;wahrsager26;128;2;8;8;2016-11-24 08:40;11/24/2016 8:40:00;
31;karl-felix;129;2;5;5;2016-11-24 08:29;11/24/2016 8:29:00;
31;leserin_45;130;1;130;9999;2016-11-24 12:01;11/24/2016 12:01:00;
31;aktenzeichen;131;2;126;126;2016-11-24 11:44;11/24/2016 11:44:00;
31;Nichtraucher;132;2;29;29;2016-11-24 09:16;11/24/2016 9:16:00;
31;Troll-Oberkommando;133;1;133;9999;2016-11-24 12:10;11/24/2016 12:10:00;
31;karl-felix;134;2;118;118;2016-11-24 11:31;11/24/2016 11:31:00;
31;HeisseLuft;135;2;119;119;2016-11-24 11:34;11/24/2016 11:34:00;
31;IB_31;136;3;99;99;2016-11-24 10:42;11/24/2016 10:42:00;
31;karl-felix;137;3;125;125;2016-11-24 11:43;11/24/2016 11:43:00;
31;HeisseLuft;138;4;136;136;2016-11-24 12:16;11/24/2016 12:16:00;
31;Peter Bernhard;139;3;7;7;2016-11-24 08:38;11/24/2016 8:38:00;
31;skr72;140;3;125;125;2016-11-24 11:43;11/24/2016 11:43:00;
31;spiegelobild;141;1;141;9999;2016-11-24 12:52;11/24/2016 12:52:00;
31;monolithos;142;1;142;9999;2016-11-24 12:53;11/24/2016 12:53:00;
31;RoWisch;143;3;128;128;2016-11-24 12:55;11/24/2016 11:55:00;
31;bielefelder73;144;1;144;9999;2016-11-24 12:59;11/24/2016 12:59:00;
31;nordlys;145;3;134;134;2016-11-24 12:12;11/24/2016 12:12:00;
31;jojack;146;2;1;1;2016-11-24 08:18;11/24/2016 8:18:00;
31;cabeza_cuadrada;147;3;129;129;2016-11-24 12:00;11/24/2016 12:00:00;
31;jojack;148;2;5;5;2016-11-24 08:29;11/24/2016 8:29:00;
31;giostamm11;149;1;149;9999;2016-11-24 13:23;11/24/2016 13:23:00;
31;Tacitus73;150;2;126;126;2016-11-24 11:44;11/24/2016 11:44:00;
31;brunellot;151;1;151;9999;2016-11-24 13:43;11/24/2016 13:43:00;
31;IB_31;152;5;138;138;2016-11-24 12:26;11/24/2016 12:26:00;
31;hotgorn;153;1;153;9999;2016-11-24 13:52;11/24/2016 13:52:00;
31;multi_io;154;1;154;9999;2016-11-24 13:54;11/24/2016 13:54:00;
31;wut62;155;2;8;8;2016-11-24 08:40;11/24/2016 8:40:00;
31;wut62;156;2;8;8;2016-11-24 08:40;11/24/2016 8:40:00;
31;hotgorn;157;1;157;9999;2016-11-24 14:02;11/24/2016 14:02:00;
31;stonecold;158;2;15;15;2016-11-24 08:51;11/24/2016 8:51:00;
31;Strichnid;159;1;159;9999;2016-11-24 14:11;11/24/2016 14:11:00;
31;hotgorn;160;2;159;159;2016-11-24 14:11;11/24/2016 14:11:00;
31;skr72;161;3;150;150;2016-11-24 13:29;11/24/2016 13:29:00;
31;unaufgeregter;162;1;162;9999;2016-11-24 14:38;11/24/2016 14:38:00;
31;MKAchter;163;2;159;159;2016-11-24 14:11;11/24/2016 14:11:00;
31;unaufgeregter;164;3;163;163;2016-11-24 14:41;11/24/2016 14:41:00;
31;Gerd@Bundestag.de;165;3;158;158;2016-11-24 14:04;11/24/2016 14:04:00;
31;Taugur;166;1;166;9999;2016-11-24 15:02;11/24/2016 15:02:00;
31;karl-felix;167;4;145;145;2016-11-24 13:09;11/24/2016 13:09:00;
31;brunolafitte;168;2;6;6;2016-11-24 08:36;11/24/2016 8:36:00;
31;Gerd@Bundestag.de;169;4;164;164;2016-11-24 14:48;11/24/2016 14:48:00;
31;brunolafitte;170;2;8;8;2016-11-24 08:40;11/24/2016 8:40:00;
31;Tacitus73;171;4;161;161;2016-11-24 14:38;11/24/2016 14:38:00;
31;dieter 4711;172;1;172;9999;2016-11-24 16:04;11/24/2016 16:04:00;
31;skr72;173;5;171;171;2016-11-24 15:36;11/24/2016 15:36:00;
31;citizen01;174;1;174;9999;2016-11-24 17:35;11/24/2016 17:35:00;
31;geradesteller;175;1;175;9999;2016-11-24 10:03;11/24/2016 10:03:00;
31;larsmach;176;1;176;9999;2016-11-24 18:08;11/24/2016 18:08:00;
31;managerbraut;177;1;177;9999;2016-11-24 18:09;11/24/2016 18:09:00;
31;larsmach;178;2;3;3;2016-11-24 08:18;11/24/2016 8:18:00;
31;skr72;179;2;175;175;2016-11-24 10:03;11/24/2016 10:03:00;
31;Peter Bernhard;180;1;180;9999;2016-11-24 19:07;11/24/2016 19:07:00;
31;hotgorn;181;3;178;178;2016-11-24 18:20;11/24/2016 18:20:00;
31;Tacitus73;182;6;173;173;2016-11-24 16:24;11/24/2016 16:24:00;
31;sven_h;183;1;183;9999;2016-11-25 02:48;11/25/2016 2:48:00;
31;MKAchter;184;6;173;173;2016-11-24 16:24;11/24/2016 16:24:00;
31;Kurt2.1;185;1;185;9999;2016-11-25 08:15;11/25/2016 8:15:00;
